muni,state,muni_fines,state_fines
Tuparetama,PE,TUPARETAMA,PE
Venturosa,PE,VENTUROSA,PE
Verdejante,PE,VERDEJANTE,PE
Vertente do Lério,PE,VERTENTE DO LERIO,PE
Vertentes,PE,VERTENTES,PE
Vicência,PE,VICENCIA,PE
Vitória de Santo Antão,PE,VITORIA DE SANTO ANTAO,PE
Xexéu,PE,XEXEU,PE
Acauã,PI,ACAUA,PI
Agricolândia,PI,AGRICOLANDIA,PI
Água Branca,PI,AGUA BRANCA,PI
Alagoinha do Piauí,PI,ALAGOINHA DO PIAUI,PI
Alegrete do Piauí,PI,ALEGRETE DO PIAUI,PI
Alto Longá,PI,ALTO LONGA,PI
Altos,PI,ALTOS,PI
Alvorada do Gurguéia,PI,ALVORADA DO GURGUEIA,PI
Amarante,PI,AMARANTE,PI
Angical do Piauí,PI,ANGICAL DO PIAUI,PI
Anísio de Abreu,PI,ANISIO DE ABREU,PI
Antônio Almeida,PI,ANTONIO ALMEIDA,PI
Aroazes,PI,AROAZES,PI
Aroeiras do Itaim,PI,AROEIRAS DO ITAIM,PI
Arraial,PI,ARRAIAL,PI
Assunção do Piauí,PI,ASSUNCAO DO PIAUI,PI
Avelino Lopes,PI,AVELINO LOPES,PI
Baixa Grande do Ribeiro,PI,BAIXA GRANDE DO RIBEIRO,PI
Barra D'Alcântara,PI,,
Barras,PI,BARRAS,PI
Barreiras do Piauí,PI,BARREIRAS DO PIAUI,PI
Barro Duro,PI,BARRO DURO,PI
Batalha,PI,BATALHA,PI
Bela Vista do Piauí,PI,BELA VISTA DO PIAUI,PI
Belém do Piauí,PI,,
Beneditinos,PI,BENEDITINOS,PI
Bertolínia,PI,BERTOLINIA,PI
Betânia do Piauí,PI,BETANIA DO PIAUI,PI
Boa Hora,PI,BOA HORA,PI
Bocaina,PI,BOCAINA,PI
Bom Jesus,PI,BOM JESUS,PI
Bom Princípio do Piauí,PI,BOM PRINCIPIO DO PIAUI,PI
Bonfim do Piauí,PI,BONFIM DO PIAUI,PI
Boqueirão do Piauí,PI,BOQUEIRAO DO PIAUI,PI
Brasileira,PI,BRASILEIRA,PI
Brejo do Piauí,PI,BREJO DO PIAUI,PI
Buriti dos Lopes,PI,BURITI DOS LOPES,PI
Buriti dos Montes,PI,BURITI DOS MONTES,PI
Cabeceiras do Piauí,PI,CABECEIRAS DO PIAUI,PI
Cajazeiras do Piauí,PI,CAJAZEIRAS DO PIAUI,PI
Cajueiro da Praia,PI,CAJUEIRO DA PRAIA,PI
Caldeirão Grande do Piauí,PI,CALDEIRAO GRANDE DO PIAUI,PI
Campinas do Piauí,PI,,
Campo Alegre do Fidalgo,PI,,
Campo Grande do Piauí,PI,CAMPO GRANDE DO PIAUI,PI
Campo Largo do Piauí,PI,CAMPO LARGO DO PIAUI,PI
Campo Maior,PI,CAMPO MAIOR,PI
Canavieira,PI,CANAVIEIRA,PI
Canto do Buriti,PI,CANTO DO BURITI,PI
Capitão de Campos,PI,CAPITAO DE CAMPOS,PI
Capitão Gervásio Oliveira,PI,,
Caracol,PI,CARACOL,PI
Caraúbas do Piauí,PI,CARAUBAS DO PIAUI,PI
Caridade do Piauí,PI,CARIDADE DO PIAUI,PI
Castelo do Piauí,PI,CASTELO DO PIAUI,PI
Caxingó,PI,CAXINGO,PI
Cocal,PI,COCAL,PI
Cocal de Telha,PI,COCAL DE TELHA,PI
Cocal dos Alves,PI,COCAL DOS ALVES,PI
Coivaras,PI,COIVARAS,PI
Colônia do Gurguéia,PI,COLONIA DO GURGUEIA,PI
Colônia do Piauí,PI,COLONIA DO PIAUI,PI
Conceição do Canindé,PI,CONCEICAO DO CANINDE,PI
Coronel José Dias,PI,CORONEL JOSE DIAS,PI
Corrente,PI,CORRENTE,PI
Cristalândia do Piauí,PI,CRISTALANDIA DO PIAUI,PI
Cristino Castro,PI,CRISTINO CASTRO,PI
Curimatá,PI,CURIMATA,PI
Currais,PI,CURRAIS,PI
Curral Novo do Piauí,PI,,
Curralinhos,PI,CURRALINHOS,PI
Demerval Lobão,PI,DEMERVAL LOBAO,PI
Dirceu Arcoverde,PI,DIRCEU ARCOVERDE,PI
Dom Expedito Lopes,PI,DOM EXPEDITO LOPES,PI
Dom Inocêncio,PI,DOM INOCENCIO,PI
Domingos Mourão,PI,DOMINGOS MOURAO,PI
Elesbão Veloso,PI,ELESBAO VELOSO,PI
Eliseu Martins,PI,ELISEU MARTINS,PI
Esperantina,PI,ESPERANTINA,PI
Fartura do Piauí,PI,FARTURA DO PIAUI,PI
Flores do Piauí,PI,FLORES DO PIAUI,PI
Floresta do Piauí,PI,,
Floriano,PI,FLORIANO,PI
Francinópolis,PI,FRANCINOPOLIS,PI
Francisco Ayres,PI,FRANCISCO AYRES,PI
Francisco Macedo,PI,FRANCISCO MACEDO,PI
Francisco Santos,PI,FRANCISCO SANTOS,PI
Fronteiras,PI,FRONTEIRAS,PI
Geminiano,PI,GEMINIANO,PI
Gilbués,PI,GILBUES,PI
Guadalupe,PI,GUADALUPE,PI
Guaribas,PI,GUARIBAS,PI
Hugo Napoleão,PI,HUGO NAPOLEAO,PI
Ilha Grande,PI,ILHA GRANDE,PI
Inhuma,PI,INHUMA,PI
Ipiranga do Piauí,PI,IPIRANGA DO PIAUI,PI
Isaías Coelho,PI,ISAIAS COELHO,PI
Itainópolis,PI,ITAINOPOLIS,PI
Itaueira,PI,ITAUEIRA,PI
Jacobina do Piauí,PI,JACOBINA DO PIAUI,PI
Jaicós,PI,JAICOS,PI
Jardim do Mulato,PI,JARDIM DO MULATO,PI
Jatobá do Piauí,PI,JATOBA DO PIAUI,PI
Jerumenha,PI,JERUMENHA,PI
João Costa,PI,JOAO COSTA,PI
Joaquim Pires,PI,JOAQUIM PIRES,PI
Joca Marques,PI,JOCA MARQUES,PI
José de Freitas,PI,JOSE DE FREITAS,PI
Juazeiro do Piauí,PI,JUAZEIRO DO PIAUI,PI
Júlio Borges,PI,JULIO BORGES,PI
Jurema,PI,JUREMA,PI
Lagoa Alegre,PI,LAGOA ALEGRE,PI
Lagoa de São Francisco,PI,LAGOA DE SAO FRANCISCO,PI
Lagoa do Barro do Piauí,PI,LAGOA DO BARRO DO PIAUI,PI
Lagoa do Piauí,PI,LAGOA DO PIAUI,PI
Lagoa do Sítio,PI,LAGOA DO SITIO,PI
Lagoinha do Piauí,PI,LAGOINHA DO PIAUI,PI
Landri Sales,PI,LANDRI SALES,PI
Luís Correia,PI,LUIS CORREIA,PI
Luzilândia,PI,LUZILANDIA,PI
Madeiro,PI,,
Manoel Emídio,PI,MANOEL EMIDIO,PI
Marcolândia,PI,MARCOLANDIA,PI
Marcos Parente,PI,MARCOS PARENTE,PI
Massapê do Piauí,PI,,
Matias Olímpio,PI,MATIAS OLIMPIO,PI
Miguel Alves,PI,MIGUEL ALVES,PI
Miguel Leão,PI,MIGUEL LEAO,PI
Milton Brandão,PI,MILTON BRANDAO,PI
Monsenhor Gil,PI,MONSENHOR GIL,PI
Monsenhor Hipólito,PI,MONSENHOR HIPOLITO,PI
Monte Alegre do Piauí,PI,MONTE ALEGRE DO PIAUI,PI
Morro Cabeça no Tempo,PI,MORRO CABECA NO TEMPO,PI
Morro do Chapéu do Piauí,PI,MORRO DO CHAPEU DO PIAUI,PI
Murici dos Portelas,PI,MURICI DOS PORTELAS,PI
Nazaré do Piauí,PI,NAZARE DO PIAUI,PI
Nazária,PI,NAZARIA,PI
Nossa Senhora de Nazaré,PI,NOSSA SENHORA DE NAZARE,PI
Nossa Senhora dos Remédios,PI,NOSSA SENHORA DOS REMEDIOS,PI
Nova Santa Rita,PI,,
Novo Oriente do Piauí,PI,,
Novo Santo Antônio,PI,NOVO SANTO ANTONIO,PI
Oeiras,PI,OEIRAS,PI
Olho D'Água do Piauí,PI,OLHO D'AGUA DO PIAUI,PI
Padre Marcos,PI,PADRE MARCOS,PI
Paes Landim,PI,PAES LANDIM,PI
Pajeú do Piauí,PI,PAJEU DO PIAUI,PI
Palmeira do Piauí,PI,PALMEIRA DO PIAUI,PI
Palmeirais,PI,PALMEIRAIS,PI
Paquetá,PI,PAQUETA,PI
Parnaguá,PI,PARNAGUA,PI
Parnaíba,PI,PARNAIBA,PI
Passagem Franca do Piauí,PI,PASSAGEM FRANCA DO PIAUI,PI
Patos do Piauí,PI,PATOS DO PIAUI,PI
Pau D'Arco do Piauí,PI,PAU D'ARCO DO PIAUI,PI
Paulistana,PI,PAULISTANA,PI
Pavussu,PI,PAVUSSU,PI
Pedro II,PI,PEDRO II,PI
Pedro Laurentino,PI,,
Picos,PI,PICOS,PI
Pimenteiras,PI,PIMENTEIRAS,PI
Pio IX,PI,PIO IX,PI
Piracuruca,PI,PIRACURUCA,PI
Piripiri,PI,PIRIPIRI,PI
Porto,PI,PORTO,PI
Porto Alegre do Piauí,PI,PORTO ALEGRE DO PIAUI,PI
Prata do Piauí,PI,PRATA DO PIAUI,PI
Queimada Nova,PI,QUEIMADA NOVA,PI
Redenção do Gurguéia,PI,REDENCAO DO GURGUEIA,PI
Regeneração,PI,REGENERACAO,PI
Riacho Frio,PI,RIACHO FRIO,PI
Ribeira do Piauí,PI,RIBEIRA DO PIAUI,PI
Ribeiro Gonçalves,PI,RIBEIRO GONCALVES,PI
Rio Grande do Piauí,PI,RIO GRANDE DO PIAUI,PI
Santa Cruz do Piauí,PI,SANTA CRUZ DO PIAUI,PI
Santa Cruz dos Milagres,PI,SANTA CRUZ DOS MILAGRES,PI
Santa Filomena,PI,SANTA FILOMENA,PI
Santa Luz,PI,SANTA LUZ,PI
Santa Rosa do Piauí,PI,SANTA ROSA DO PIAUI,PI
Santana do Piauí,PI,SANTANA DO PIAUI,PI
Santo Antônio de Lisboa,PI,SANTO ANTONIO DE LISBOA,PI
Santo Antônio dos Milagres,PI,,
Santo Inácio do Piauí,PI,SANTO INACIO DO PIAUI,PI
São Braz do Piauí,PI,SAO BRAZ DO PIAUI,PI
São Félix do Piauí,PI,SAO FELIX DO PIAUI,PI
São Francisco de Assis do Piauí,PI,SAO FRANCISCO DE ASSIS DO PIAUI,PI
São Francisco do Piauí,PI,SAO FRANCISCO DO PIAUI,PI
São Gonçalo do Gurguéia,PI,SAO GONCALO DO GURGUEIA,PI
São Gonçalo do Piauí,PI,SAO GONCALO DO PIAUI,PI
São João da Canabrava,PI,SAO JOAO DA CANABRAVA,PI
São João da Fronteira,PI,SAO JOAO DA FRONTEIRA,PI
São João da Serra,PI,SAO JOAO DA SERRA,PI
São João da Varjota,PI,SAO JOAO DA VARJOTA,PI
São João do Arraial,PI,SAO JOAO DO ARRAIAL,PI
São João do Piauí,PI,SAO JOAO DO PIAUI,PI
São José do Divino,PI,SAO JOSE DO DIVINO,PI
São José do Peixe,PI,SAO JOSE DO PEIXE,PI
São José do Piauí,PI,SAO JOSE DO PIAUI,PI
São Julião,PI,SAO JULIAO,PI
São Lourenço do Piauí,PI,SAO LOURENCO DO PIAUI,PI
São Luis do Piauí,PI,SAO LUIS DO PIAUI,PI
São Miguel da Baixa Grande,PI,SAO MIGUEL DA BAIXA GRANDE,PI
São Miguel do Fidalgo,PI,SAO MIGUEL DO FIDALGO,PI
São Miguel do Tapuio,PI,SAO MIGUEL DO TAPUIO,PI
São Pedro do Piauí,PI,SAO PEDRO DO PIAUI,PI
São Raimundo Nonato,PI,SAO RAIMUNDO NONATO,PI
Sebastião Barros,PI,SEBASTIAO BARROS,PI
Sebastião Leal,PI,SEBASTIAO LEAL,PI
Sigefredo Pacheco,PI,SIGEFREDO PACHECO,PI
Simões,PI,SIMOES,PI
Simplício Mendes,PI,SIMPLICIO MENDES,PI
Socorro do Piauí,PI,SOCORRO DO PIAUI,PI
Sussuapara,PI,SUSSUAPARA,PI
Tamboril do Piauí,PI,TAMBORIL DO PIAUI,PI
Tanque do Piauí,PI,TANQUE DO PIAUI,PI
Teresina,PI,TERESINA,PI
União,PI,UNIAO,PI
Uruçuí,PI,URUCUI,PI
Valença do Piauí,PI,VALENCA DO PIAUI,PI
Várzea Branca,PI,VARZEA BRANCA,PI
Várzea Grande,PI,VARZEA GRANDE,PI
Vera Mendes,PI,VERA MENDES,PI
Vila Nova do Piauí,PI,VILA NOVA DO PIAUI,PI
Wall Ferraz,PI,WALL FERRAZ,PI
Abatiá,PR,ABATIA,PR
Adrianópolis,PR,ADRIANOPOLIS,PR
Agudos do Sul,PR,AGUDOS DO SUL,PR
Almirante Tamandaré,PR,ALMIRANTE TAMANDARE,PR
Altamira do Paraná,PR,ALTAMIRA DO PARANA,PR
Alto Paraíso,PR,ALTO PARAISO,PR
Alto Paraná,PR,ALTO PARANA,PR
Alto Piquiri,PR,ALTO PIQUIRI,PR
Altônia,PR,ALTONIA,PR
Alvorada do Sul,PR,ALVORADA DO SUL,PR
Amaporã,PR,AMAPORA,PR
Ampére,PR,AMPERE,PR
Anahy,PR,,
Andirá,PR,ANDIRA,PR
Ângulo,PR,ANGULO,PR
Antonina,PR,ANTONINA,PR
Antônio Olinto,PR,ANTONIO OLINTO,PR
Apucarana,PR,APUCARANA,PR
Arapongas,PR,ARAPONGAS,PR
Arapoti,PR,ARAPOTI,PR
Arapuã,PR,ARAPUA,PR
Araruna,PR,ARARUNA,PR
Araucária,PR,ARAUCARIA,PR
Ariranha do Ivaí,PR,,
Assaí,PR,ASSAI,PR
Assis Chateaubriand,PR,ASSIS CHATEAUBRIAND,PR
Astorga,PR,ASTORGA,PR
Atalaia,PR,ATALAIA,PR
Balsa Nova,PR,BALSA NOVA,PR
Bandeirantes,PR,BANDEIRANTES,PR
Barbosa Ferraz,PR,,
Barra do Jacaré,PR,BARRA DO JACARE,PR
Barracão,PR,BARRACAO,PR
Bela Vista da Caroba,PR,BELA VISTA DO PARAISO,PR
Bela Vista do Paraíso,PR,,
Bituruna,PR,BITURUNA,PR
Boa Esperança,PR,BOA ESPERANCA,PR
Boa Esperança do Iguaçu,PR,,
Boa Ventura de São Roque,PR,BOA VENTURA DE SAO ROQUE,PR
Boa Vista da Aparecida,PR,,
Bocaiúva do Sul,PR,BOCAIUVA DO SUL,PR
Bom Jesus do Sul,PR,BOM JESUS DO SUL,PR
Bom Sucesso,PR,BOM SUCESSO,PR
Bom Sucesso do Sul,PR,BOM SUCESSO DO SUL,PR
Borrazópolis,PR,BORRAZOPOLIS,PR
Braganey,PR,BRAGANEY,PR
Brasilândia do Sul,PR,BRASILANDIA DO SUL,PR
Cafeara,PR,,
Cafelândia,PR,CAFELANDIA,PR
Cafezal do Sul,PR,CAFEZAL DO SUL,PR
Califórnia,PR,CALIFORNIA,PR
Cambará,PR,CAMBARA,PR
Cambé,PR,CAMBE,PR
Cambira,PR,CAMBIRA,PR
Campina da Lagoa,PR,CAMPINA DA LAGOA,PR
Campina do Simão,PR,CAMPINA DO SIMAO,PR
Campina Grande do Sul,PR,CAMPINA GRANDE DO SUL,PR
Campo Bonito,PR,CAMPO BONITO,PR
Campo do Tenente,PR,CAMPO DO TENENTE,PR
Campo Largo,PR,CAMPO LARGO,PR
Campo Magro,PR,CAMPO MAGRO,PR
Campo Mourão,PR,CAMPO MOURAO,PR
Cândido de Abreu,PR,CANDIDO DE ABREU,PR
Candói,PR,CANDOI,PR
Cantagalo,PR,CANTAGALO,PR
Capanema,PR,CAPANEMA,PR
Capitão Leônidas Marques,PR,CAPITAO LEONIDAS MARQUES,PR
Carambeí,PR,CARAMBEI,PR
Carlópolis,PR,CARLOPOLIS,PR
Cascavel,PR,CASCAVEL,PR
Castro,PR,CASTRO,PR
Catanduvas,PR,CATANDUVAS,PR
Centenário do Sul,PR,CENTENARIO DO SUL,PR
Cerro Azul,PR,CERRO AZUL,PR
Céu Azul,PR,CEU AZUL,PR
Chopinzinho,PR,CHOPINZINHO,PR
Cianorte,PR,CIANORTE,PR
Cidade Gaúcha,PR,CIDADE GAUCHA,PR
Clevelândia,PR,CLEVELANDIA,PR
Colombo,PR,COLOMBO,PR
Colorado,PR,COLORADO,PR
Congonhinhas,PR,,
Conselheiro Mairinck,PR,CONSELHEIRO MAIRINCK,PR
Contenda,PR,CONTENDA,PR
Corbélia,PR,CORBELIA,PR
Cornélio Procópio,PR,CORNELIO PROCOPIO,PR
Coronel Domingos Soares,PR,CORONEL DOMINGOS SOARES,PR
Coronel Vivida,PR,CORONEL VIVIDA,PR
Corumbataí do Sul,PR,CORUMBATAI DO SUL,PR
Cruz Machado,PR,CRUZ MACHADO,PR
Cruzeiro do Iguaçu,PR,CRUZEIRO DO IGUACU,PR
Cruzeiro do Oeste,PR,CRUZEIRO DO OESTE,PR
Cruzeiro do Sul,PR,CRUZEIRO DO SUL,PR
Cruzmaltina,PR,CRUZMALTINA,PR
Curitiba,PR,CURITIBA,PR
Curiúva,PR,CURIUVA,PR
Diamante D'Oeste,PR,DIAMANTE D'OESTE,PR
Diamante do Norte,PR,DIAMANTE DO NORTE,PR
Diamante do Sul,PR,,
Dois Vizinhos,PR,DOIS VIZINHOS,PR
Douradina,PR,DOURADINA,PR
Doutor Camargo,PR,DOUTOR CAMARGO,PR
Doutor Ulysses,PR,DOUTOR ULYSSES,PR
Enéas Marques,PR,ENEAS MARQUES,PR
Engenheiro Beltrão,PR,ENGENHEIRO BELTRAO,PR
Entre Rios do Oeste,PR,ENTRE RIOS DO OESTE,PR
Esperança Nova,PR,,
Espigão Alto do Iguaçu,PR,ESPIGAO ALTO DO IGUACU,PR
Farol,PR,FAROL,PR
Faxinal,PR,FAXINAL,PR
Fazenda Rio Grande,PR,FAZENDA RIO GRANDE,PR
Fênix,PR,FENIX,PR
Fernandes Pinheiro,PR,FERNANDES PINHEIRO,PR
Figueira,PR,FIGUEIRA,PR
Flor da Serra do Sul,PR,FLOR DA SERRA DO SUL,PR
Floraí,PR,FLORAI,PR
Floresta,PR,FLORESTA,PR
Florestópolis,PR,FLORESTOPOLIS,PR
Flórida,PR,FLORIDA,PR
Formosa do Oeste,PR,FORMOSA DO OESTE,PR
Foz do Iguaçu,PR,FOZ DO IGUACU,PR
Foz do Jordão,PR,FOZ DO JORDAO,PR
Francisco Alves,PR,FRANCISCO ALVES,PR
Francisco Beltrão,PR,FRANCISCO BELTRAO,PR
General Carneiro,PR,GENERAL CARNEIRO,PR
Godoy Moreira,PR,,
Goioerê,PR,GOIOERE,PR
Goioxim,PR,GOIOXIM,PR
Grandes Rios,PR,GRANDES RIOS,PR
Guaíra,PR,GUAIRA,PR
Guairaçá,PR,,
Guamiranga,PR,GUAMIRANGA,PR
Guapirama,PR,GUAPIRAMA,PR
Guaporema,PR,GUAPOREMA,PR
Guaraci,PR,,
Guaraniaçu,PR,GUARANIACU,PR
Guarapuava,PR,GUARAPUAVA,PR
Guaraqueçaba,PR,GUARAQUECABA,PR
Guaratuba,PR,GUARATUBA,PR
Honório Serpa,PR,HONORIO SERPA,PR
Ibaiti,PR,IBAITI,PR
Ibema,PR,IBEMA,PR
Ibiporã,PR,IBIPORA,PR
Icaraíma,PR,ICARAIMA,PR
Iguaraçu,PR,IGUARACU,PR
Iguatu,PR,,
Imbaú,PR,IMBAU,PR
Imbituva,PR,IMBITUVA,PR
Inácio Martins,PR,INACIO MARTINS,PR
Inajá,PR,INAJA,PR
Indianópolis,PR,INDIANOPOLIS,PR
Ipiranga,PR,IPIRANGA,PR
Iporã,PR,IPORA,PR
Iracema do Oeste,PR,IRACEMA DO OESTE,PR
Irati,PR,IRATI,PR
Iretama,PR,IRETAMA,PR
Itaguajé,PR,ITAGUAJE,PR
Itaipulândia,PR,ITAIPULANDIA,PR
Itambaracá,PR,ITAMBARACA,PR
Itambé,PR,ITAMBE,PR
Itapejara d'Oeste,PR,ITAPEJARA D'OESTE,PR
Itaperuçu,PR,ITAPERUCU,PR
Itaúna do Sul,PR,ITAUNA DO SUL,PR
Ivaí,PR,IVAI,PR
Ivaiporã,PR,IVAIPORA,PR
Ivaté,PR,IVATE,PR
Ivatuba,PR,IVATUBA,PR
Jaboti,PR,,
Jacarezinho,PR,JACAREZINHO,PR
Jaguapitã,PR,JAGUAPITA,PR
Jaguariaíva,PR,JAGUARIAIVA,PR
Jandaia do Sul,PR,JANDAIA DO SUL,PR
Janiópolis,PR,JANIOPOLIS,PR
Japira,PR,,
Japurá,PR,JAPURA,PR
Jardim Alegre,PR,JARDIM ALEGRE,PR
Jardim Olinda,PR,JARDIM OLINDA,PR
Jataizinho,PR,JATAIZINHO,PR
Jesuítas,PR,JESUITAS,PR
Joaquim Távora,PR,JOAQUIM TAVORA,PR
Jundiaí do Sul,PR,,
Juranda,PR,JURANDA,PR
Jussara,PR,JUSSARA,PR
Kaloré,PR,,
Lapa,PR,LAPA,PR
Laranjal,PR,,
Laranjeiras do Sul,PR,LARANJEIRAS DO SUL,PR
Leópolis,PR,LEOPOLIS,PR
Lidianópolis,PR,LIDIANOPOLIS,PR
Lindoeste,PR,LINDOESTE,PR
Loanda,PR,LOANDA,PR
Lobato,PR,LOBATO,PR
Londrina,PR,LONDRINA,PR
Luiziana,PR,LUIZIANA,PR
Lunardelli,PR,,
Lupionópolis,PR,LUPIONOPOLIS,PR
Mallet,PR,MALLET,PR
Mamborê,PR,MAMBORE,PR
Mandaguaçu,PR,MANDAGUACU,PR
Mandaguari,PR,MANDAGUARI,PR
Mandirituba,PR,MANDIRITUBA,PR
Manfrinópolis,PR,,
Mangueirinha,PR,MANGUEIRINHA,PR
Manoel Ribas,PR,MANOEL RIBAS,PR
Marechal Cândido Rondon,PR,MARECHAL CANDIDO RONDON,PR
Maria Helena,PR,MARIA HELENA,PR
Marialva,PR,MARIALVA,PR
Marilândia do Sul,PR,,
Marilena,PR,,
Mariluz,PR,MARILUZ,PR
Maringá,PR,MARINGA,PR
Mariópolis,PR,MARIOPOLIS,PR
Maripá,PR,MARIPA,PR
Marmeleiro,PR,MARMELEIRO,PR
Marquinho,PR,MARQUINHO,PR
Marumbi,PR,,
Matelândia,PR,MATELANDIA,PR
Matinhos,PR,MATINHOS,PR
Mato Rico,PR,,
Mauá da Serra,PR,MAUA DA SERRA,PR
Medianeira,PR,MEDIANEIRA,PR
Mercedes,PR,MERCEDES,PR
Mirador,PR,MIRADOR,PR
Miraselva,PR,MIRASELVA,PR
Missal,PR,MISSAL,PR
Moreira Sales,PR,MOREIRA SALES,PR
Morretes,PR,MORRETES,PR
Munhoz de Melo,PR,MUNHOZ DE MELO,PR
Nossa Senhora das Graças,PR,NOSSA SENHORA DAS GRACAS,PR
Nova Aliança do Ivaí,PR,,
Nova América da Colina,PR,NOVA AMERICA DA COLINA,PR
Nova Aurora,PR,NOVA AURORA,PR
Nova Cantu,PR,NOVA CANTU,PR
Nova Esperança,PR,NOVA ESPERANCA,PR
Nova Esperança do Sudoeste,PR,NOVA ESPERANCA DO SUDOESTE,PR
Nova Fátima,PR,NOVA FATIMA,PR
Nova Laranjeiras,PR,NOVA LARANJEIRAS,PR
Nova Londrina,PR,NOVA LONDRINA,PR
Nova Olímpia,PR,NOVA OLIMPIA,PR
Nova Prata do Iguaçu,PR,NOVA PRATA DO IGUACU,PR
Nova Santa Bárbara,PR,NOVA SANTA BARBARA,PR
Nova Santa Rosa,PR,NOVA SANTA ROSA,PR
Nova Tebas,PR,NOVA TEBAS,PR
Novo Itacolomi,PR,,
Ortigueira,PR,ORTIGUEIRA,PR
Ourizona,PR,,
Ouro Verde do Oeste,PR,OURO VERDE DO OESTE,PR
Paiçandu,PR,PAICANDU,PR
Palmas,PR,PALMAS,PR
Palmeira,PR,PALMEIRA,PR
Palmital,PR,PALMITAL,PR
Palotina,PR,PALOTINA,PR
Paraíso do Norte,PR,PARAISO DO NORTE,PR
Paranacity,PR,PARANACITY,PR
Paranaguá,PR,PARANAGUA,PR
Paranapoema,PR,PARANAPOEMA,PR
Paranavaí,PR,PARANAVAI,PR
Pato Bragado,PR,,
Pato Branco,PR,PATO BRANCO,PR
Paula Freitas,PR,PAULA FREITAS,PR
Paulo Frontin,PR,PAULO FRONTIN,PR
Peabiru,PR,PEABIRU,PR
Perobal,PR,PEROBAL,PR
Pérola,PR,PEROLA,PR
Pérola d'Oeste,PR,PEROLA D'OESTE,PR
Piên,PR,,
Pinhais,PR,PINHAIS,PR
Pinhal de São Bento,PR,,
Pinhalão,PR,,
Pinhão,PR,PINHAO,PR
Piraí do Sul,PR,PIRAI DO SUL,PR
Piraquara,PR,PIRAQUARA,PR
Pitanga,PR,PITANGA,PR
Pitangueiras,PR,PITANGUEIRAS,PR
Planaltina do Paraná,PR,,
Planalto,PR,PLANALTO,PR
Ponta Grossa,PR,PONTA GROSSA,PR
Pontal do Paraná,PR,PONTAL DO PARANA,PR
Porecatu,PR,PORECATU,PR
Porto Amazonas,PR,,
Porto Barreiro,PR,PORTO BARREIRO,PR
Porto Rico,PR,PORTO RICO,PR
Porto Vitória,PR,PORTO VITORIA,PR
Prado Ferreira,PR,,
Pranchita,PR,PRANCHITA,PR
Presidente Castelo Branco,PR,PRESIDENTE CASTELO BRANCO,PR
Primeiro de Maio,PR,PRIMEIRO DE MAIO,PR
Prudentópolis,PR,PRUDENTOPOLIS,PR
Quarto Centenário,PR,QUARTO CENTENARIO,PR
Quatiguá,PR,QUATIGUA,PR
Quatro Barras,PR,QUATRO BARRAS,PR
Quatro Pontes,PR,,
Quedas do Iguaçu,PR,QUEDAS DO IGUACU,PR
Querência do Norte,PR,QUERENCIA DO NORTE,PR
Quinta do Sol,PR,QUINTA DO SOL,PR
Quitandinha,PR,QUITANDINHA,PR
Ramilândia,PR,RAMILANDIA,PR
Rancho Alegre,PR,RANCHO ALEGRE,PR
Rancho Alegre D'Oeste,PR,,
Realeza,PR,REALEZA,PR
Rebouças,PR,REBOUCAS,PR
Renascença,PR,RENASCENCA,PR
Reserva,PR,RESERVA,PR
Reserva do Iguaçu,PR,RESERVA DO IGUACU,PR
Ribeirão Claro,PR,RIBEIRAO CLARO,PR
Ribeirão do Pinhal,PR,RIBEIRAO DO PINHAL,PR
Rio Azul,PR,RIO AZUL,PR
Rio Bom,PR,,
Rio Bonito do Iguaçu,PR,RIO BONITO DO IGUACU,PR
Rio Branco do Ivaí,PR,,
Rio Branco do Sul,PR,RIO BRANCO DO SUL,PR
Rio Negro,PR,RIO NEGRO,PR
Rolândia,PR,ROLANDIA,PR
Roncador,PR,RONCADOR,PR
Rondon,PR,RONDON,PR
Rosário do Ivaí,PR,ROSARIO DO IVAI,PR
Sabáudia,PR,SABAUDIA,PR
Salgado Filho,PR,SALGADO FILHO,PR
Salto do Itararé,PR,SALTO DO ITARARE,PR
Salto do Lontra,PR,SALTO DO LONTRA,PR
Santa Amélia,PR,SANTA AMELIA,PR
Santa Cecília do Pavão,PR,SANTA CECILIA DO PAVAO,PR
Santa Cruz de Monte Castelo,PR,SANTA CRUZ DE MONTE CASTELO,PR
Santa Fé,PR,SANTA FE,PR
Santa Helena,PR,SANTA HELENA,PR
Santa Inês,PR,,
Santa Isabel do Ivaí,PR,SANTA ISABEL DO IVAI,PR
Santa Izabel do Oeste,PR,SANTA IZABEL DO OESTE,PR
Santa Lúcia,PR,SANTA LUCIA,PR
Santa Maria do Oeste,PR,SANTA MARIA DO OESTE,PR
Santa Mariana,PR,SANTA MARIANA,PR
Santa Mônica,PR,SANTA MONICA,PR
Santa Tereza do Oeste,PR,SANTA TEREZA DO OESTE,PR
Santa Terezinha de Itaipu,PR,SANTA TEREZINHA DE ITAIPU,PR
Santana do Itararé,PR,SANTANA DO ITARARE,PR
Santo Antônio da Platina,PR,SANTO ANTONIO DA PLATINA,PR
Santo Antônio do Caiuá,PR,SANTO ANTONIO DO CAIUA,PR
Santo Antônio do Paraíso,PR,SANTO ANTONIO DO PARAISO,PR
Santo Antônio do Sudoeste,PR,SANTO ANTONIO DO SUDOESTE,PR
